Acceleration_x,Acceleration_y,Acceleration_z,Gyro_x,Gyro_y,Gyro_z,Temperature,Pressure,Altitude,Voltage,Rflink
0.09,1,-9.3,-0.03,0.03,0.03,40.02,984.54,241.85,3.75,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,40.03,984.55,241.72,3.94,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,40.03,984.56,241.65,3.86,1
,,,,,,,,,,
0.08,1.03,-9.34,-0.03,0.03,0.03,40.03,984.55,241.69,3.71,1
,,,,,,,,,,
0.06,1.03,-9.29,-0.03,0.03,0.03,40.03,984.56,241.58,3.74,1
,,,,,,,,,,
0.07,1.03,-9.3,-0.03,0.03,0.03,40.04,984.56,241.71,3.85,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.04,40.04,984.57,241.67,3.73,1
,,,,,,,,,,
0.07,1.01,-9.33,-0.03,0.03,0.03,40.04,984.56,241.68,3.72,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,40.04,984.56,241.72,3.83,1
,,,,,,,,,,
0.08,1.02,-9.35,-0.03,0.03,0.03,40.04,984.54,241.9,3.67,1
,,,,,,,,,,
0.06,1.03,-9.3,-0.03,0.03,0.03,40.05,984.53,241.93,3.7,1
,,,,,,,,,,
0.06,1.04,-9.32,-0.03,0.03,0.03,40.05,984.52,241.89,3.82,1
,,,,,,,,,,
0.06,1.04,-9.36,-0.03,0.03,0.03,40.05,984.53,241.94,3.91,1
,,,,,,,,,,
0.07,1.04,-9.35,-0.03,0.03,0.03,40.05,984.52,242,3.71,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,40.06,984.52,241.97,3.71,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,40.06,984.52,241.95,3.68,1
,,,,,,,,,,
0.05,1.03,-9.33,-0.03,0.03,0.03,40.06,984.53,241.94,3.9,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,40.06,984.52,241.95,3.89,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,40.06,984.52,241.95,3.89,0
,,,,,,,,,,
0.05,1.05,-9.3,-0.03,0.03,0.03,40.07,984.54,241.88,3.88,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,40.07,984.53,241.89,3.88,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,40.08,984.54,241.84,3.92,1
,,,,,,,,,,
0.08,1.03,-9.29,-0.03,0.03,0.03,40.08,984.52,242,3.86,1
,,,,,,,,,,
0.08,1.06,-9.3,-0.03,0.03,0.03,40.08,984.52,241.99,3.9,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.03,40.08,984.52,241.96,3.7,1
,,,,,,,,,,
0.06,1.02,-9.34,-0.03,0.03,0.04,40.09,984.5,242.08,3.88,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.03,40.09,984.52,242.05,3.89,1
,,,,,,,,,,
0.07,1.01,-9.33,-0.03,0.03,0.03,40.09,984.52,241.99,3.92,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,40.09,984.52,241.94,3.88,1
,,,,,,,,,,
0.08,1.03,-9.36,-0.03,0.03,0.03,40.1,984.52,241.96,3.92,1
,,,,,,,,,,
0.1,1.02,-9.34,-0.03,0.03,0.03,40.1,984.53,241.88,3.94,1
,,,,,,,,,,
0.08,1.04,-9.31,-0.03,0.03,0.04,40.1,984.54,241.77,3.9,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,40.11,984.54,241.83,3.91,1
,,,,,,,,,,
0.07,1.05,-9.32,-0.03,0.03,0.03,40.11,984.53,241.92,3.7,1
,,,,,,,,,,
0.05,1.03,-9.34,-0.03,0.03,0.03,40.11,984.51,242.01,3.86,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,40.12,984.51,242.09,3.93,1
,,,,,,,,,,
0.06,1.01,-9.34,-0.03,0.03,0.04,40.12,984.5,242.19,3.94,1
,,,,,,,,,,
0.04,1.06,-9.3,-0.03,0.04,0.03,40.12,984.49,242.35,3.92,1
,,,,,,,,,,
0.07,1.01,-9.33,-0.03,0.03,0.03,40.12,984.47,242.42,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.04,40.13,984.46,242.51,3.94,1
,,,,,,,,,,
0.08,1.02,-9.29,-0.03,0.03,0.03,40.13,984.45,242.72,3.94,1
,,,,,,,,,,
0.05,1,-9.33,-0.03,0.03,0.04,40.13,984.41,242.92,3.83,1
,,,,,,,,,,
0.06,1,-9.32,-0.03,0.03,0.03,40.13,984.41,242.89,3.74,1
,,,,,,,,,,
0.04,1.02,-9.3,-0.03,0.04,0.03,40.13,984.41,242.96,3.9,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,40.13,984.38,243.2,3.81,1
,,,,,,,,,,
0.06,1.01,-9.32,-0.03,0.03,0.03,40.13,984.37,243.32,3.71,1
,,,,,,,,,,
0.08,1.07,-9.29,-0.03,0.03,0.03,40.14,984.36,243.3,3.69,1
,,,,,,,,,,
0.08,1.07,-9.29,-0.03,0.03,0.03,40.14,984.36,243.3,3.69,0
,,,,,,,,,,
0.05,1.03,-9.31,-0.03,0.03,0.03,40.14,984.36,243.41,3.68,1
,,,,,,,,,,
0.06,1.06,-9.31,-0.03,0.03,0.03,40.14,984.35,243.45,3.71,1
,,,,,,,,,,
0.09,1.01,-9.32,-0.03,0.03,0.04,40.14,984.35,243.45,3.85,1
,,,,,,,,,,
0.04,1.02,-9.33,-0.03,0.03,0.03,40.14,984.37,243.35,3.94,1
,,,,,,,,,,
0.08,1.05,-9.33,-0.03,0.04,0.03,40.14,984.38,243.18,3.68,1
,,,,,,,,,,
0.1,1.03,-9.32,-0.03,0.03,0.03,40.14,984.38,243.12,3.92,1
,,,,,,,,,,
0.05,1.02,-9.33,-0.03,0.03,0.03,40.15,984.39,243.19,3.68,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.04,40.15,984.39,243.18,3.76,1
,,,,,,,,,,
0.09,1,-9.29,-0.03,0.03,0.04,40.15,984.37,243.21,3.93,1
,,,,,,,,,,
0.09,1.02,-9.33,-0.03,0.03,0.04,40.15,984.39,243.1,3.68,1
,,,,,,,,,,
0.04,1.01,-9.34,-0.03,0.03,0.03,40.15,984.38,243.18,3.94,1
,,,,,,,,,,
0.04,1.01,-9.34,-0.03,0.03,0.03,40.15,984.38,243.18,3.94,0
,,,,,,,,,,
0.06,1.04,-9.32,-0.03,0.03,0.03,40.15,984.38,243.26,3.71,1
,,,,,,,,,,
0.1,1.03,-9.3,-0.03,0.03,0.04,40.15,984.35,243.5,3.78,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,40.15,984.33,243.66,3.7,1
,,,,,,,,,,
0.08,1.04,-9.32,-0.03,0.04,0.03,40.16,984.32,243.8,3.68,1
,,,,,,,,,,
0.04,1.07,-9.31,-0.03,0.03,0.04,40.16,984.31,243.75,3.7,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,40.16,984.3,243.91,3.68,1
,,,,,,,,,,
0.08,1.04,-9.3,-0.03,0.03,0.03,40.16,984.3,243.92,3.68,1
,,,,,,,,,,
0.09,1.01,-9.32,-0.03,0.03,0.03,40.16,984.29,243.99,3.69,1
,,,,,,,,,,
0.09,1,-9.33,-0.03,0.03,0.04,40.16,984.29,243.96,3.68,1
,,,,,,,,,,
0.07,1.05,-9.31,-0.03,0.03,0.03,40.16,984.29,243.9,3.68,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,40.16,984.3,243.98,3.7,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,40.17,984.29,243.91,3.69,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,40.17,984.31,243.85,3.7,1
,,,,,,,,,,
0.07,1.02,-9.3,-0.03,0.03,0.03,40.17,984.3,243.92,3.8,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,40.17,984.29,243.95,3.82,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.04,40.17,984.3,243.88,3.94,1
,,,,,,,,,,
0.06,1.01,-9.35,-0.03,0.03,0.04,40.17,984.29,243.88,3.7,1
,,,,,,,,,,
0.05,1.02,-9.34,-0.03,0.03,0.03,40.17,984.31,243.8,3.7,1
,,,,,,,,,,
0.08,1.02,-9.34,-0.03,0.03,0.03,40.18,984.31,243.72,3.85,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,40.18,984.32,243.6,3.68,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,40.18,984.33,243.51,3.7,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.03,40.18,984.34,243.53,3.74,1
,,,,,,,,,,
0.09,1.02,-9.28,-0.03,0.03,0.03,40.18,984.36,243.42,3.82,1
,,,,,,,,,,
0.08,1.02,-9.32,-0.03,0.03,0.03,40.18,984.35,243.43,3.74,1
,,,,,,,,,,
0.05,1.02,-9.31,-0.03,0.03,0.03,40.18,984.37,243.3,3.94,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,40.19,984.38,243.09,3.73,1
,,,,,,,,,,
0.07,1.02,-9.29,-0.03,0.03,0.03,40.19,984.39,243.12,3.94,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,40.19,984.39,243.06,3.73,1
,,,,,,,,,,
0.08,1.01,-9.33,-0.03,0.03,0.03,40.19,984.4,243.02,3.73,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,40.19,984.41,243.02,3.79,1
,,,,,,,,,,
0.09,1.04,-9.33,-0.03,0.03,0.03,40.19,984.41,242.86,3.88,1
,,,,,,,,,,
0.06,1,-9.34,-0.03,0.03,0.03,40.19,984.43,242.77,3.9,1
,,,,,,,,,,
-1.72,3.37,-40.46,-0.02,0.06,0,40.2,984.43,242.66,3.92,1
,,,,,,,,,,
-0.55,15.54,-78.45,-0.3,0.1,0.23,40.2,984.31,245.31,3.72,1
,,,,,,,,,,
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,286.47,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.2,981.07,385.47,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,468.98,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,679.03,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,936.47,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,1037.7,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,1059.76,3.72,1
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,1059.76,3.72,0
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,1059.76,3.72,0
0.58,2.95,4.16,0.03,-0.03,-0.84,40.19,981.07,1059.76,3.72,0
